Trajectories,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,Teniska_loptica:Sfera1,,,Teniska_loptica:Sfera2,,,Teniska_loptica:Sfera3,,,Teniska_loptica:Sfera4,,,Teniska_loptica:Sfera5,,,Teniska_loptica:Sfera6,,
167,0,-46.198128,1531.997314,1253.103271,1.868076,1542.173706,1213.019165,-60.45723,1534.063965,1194.12085,-7.683458,1498.312744,1187.962646,-51.390556,1483.077393,1218.46582,-2.566689,1498.376831,1240.129028
168,0,-49.075878,1537.912354,1239.321899,-1.408971,1549.145264,1199.218628,-63.930622,1542.143311,1180.586426,-11.521969,1505.95166,1172.50415,-55.360218,1490.491577,1203.216797,-5.883192,1504.347046,1224.763428
169,0,-51.845375,1544.190552,1224.854004,-4.725188,1556.268066,1184.359863,-67.507729,1550.574219,1166.383179,-15.345589,1514.095459,1156.615112,-59.125832,1498.241211,1187.140259,-9.13835,1510.74231,1208.474609
170,0,-54.523232,1550.877075,1209.640259,-7.908877,1563.81958,1168.735718,-70.948586,1559.172729,1151.466064,-20.04804,1521.477661,1140.963013,-62.063961,1506.780396,1170.11438,-12.321895,1517.602905,1191.522339
171,0,-57.5163,1557.787842,1193.303467,-11.079331,1571.788696,1152.321167,-74.458153,1568.224609,1135.964478,-24.66396,1531.731934,1124.116333,-67.100082,1514.832031,1153.038452,-15.737403,1524.957886,1173.417114
172,0,-60.102531,1565.209595,1176.767578,-14.255384,1580.129028,1135.166138,-77.938416,1577.77832,1119.903442,-28.650259,1541.395752,1106.078369,-70.831566,1523.978882,1134.94751,-19.125803,1532.677856,1154.732666
173,0,-62.795528,1572.987793,1159.37915,-17.519028,1588.947388,1117.489258,-81.508614,1587.886108,1103.134033,-32.790287,1551.470703,1087.481079,-73.611755,1533.977783,1115.566406,-22.670794,1540.869507,1135.343018
174,0,-65.887749,1581.355957,1141.200195,-20.81411,1598.279541,1099.422119,-85.018684,1598.535278,1085.700928,-36.80571,1562.343506,1068.298584,-79.129784,1540.63269,1096.0896,-26.449408,1549.60022,1115.345825
175,0,-69.248581,1590.200806,1122.3302,-24.272779,1608.154053,1080.97998,-88.579918,1609.736572,1067.683838,-40.749653,1573.543091,1048.78772,-81.8862,1554.949951,1075.331543,-30.306023,1558.984375,1094.913696
176,0,-72.885094,1599.53772,1102.974731,-27.857212,1618.659912,1062.245605,-92.105263,1621.474731,1049.274902,-44.614799,1585.339966,1028.957886,-86.351868,1566.239258,1054.040894,-34.403881,1568.948364,1073.884399
177,0,-76.738052,1609.416992,1083.084717,-31.486012,1629.759888,1043.198486,-95.684143,1633.893555,1030.348022,-48.487675,1597.491943,1008.962402,-90.577087,1578.552246,1032.563354,-38.669247,1579.716553,1052.505859
178,0,-80.767509,1620.054199,1062.771973,-35.187756,1641.535522,1023.956177,-98.892563,1646.911377,1011.111145,-52.22559,1611.130127,988.420776,-94.644447,1591.639526,1010.678772,-42.876373,1591.342529,1030.982788
179,0,-84.86721,1631.42749,1042.075195,-38.863708,1654.024292,1004.441589,-102.438202,1660.749023,991.674255,,,,-98.845673,1605.622681,988.684692,-47.231258,1603.748047,1009.09436
180,0,-89.042038,1643.712036,1021.119019,-42.531094,1667.494385,985.086609,-105.966629,1675.382568,971.97998,-59.993801,1640.091553,946.796021,-103.103653,1620.605469,966.633972,-51.571045,1617.136475,987.119324
181,0,-93.12574,1656.834717,999.872253,-46.213951,1681.515747,965.116638,-109.479187,1690.81189,952.276855,-63.630051,1655.379639,926.164795,-107.415253,1636.39978,944.21637,-55.967346,1631.335205,964.708008
182,0,-97.266869,1670.911377,978.408813,-49.796638,1696.319458,945.125366,-112.830528,1707.332764,932.504639,-66.80468,1671.314331,906.667786,-111.628792,1653.434082,921.87085,-60.535011,1646.510864,942.098938
183,0,-101.41526,1685.901733,956.786621,-53.355415,1711.982422,925.1651,-116.051498,1724.810303,912.854919,-70.791893,1689.947266,886.174744,-115.783577,1671.61377,899.510071,-65.457664,1662.967041,918.951355
184,0,-105.467415,1701.801636,935.061829,-56.687679,1728.59021,905.386841,-119.142815,1743.20813,893.349609,-74.692131,1710.292236,865.067627,-119.988838,1691.095825,877.205505,-69.401779,1680.178345,896.544312
185,0,-109.281525,1718.792725,913.456787,-60.411324,1745.769287,886.506775,,,,-80.86557,1738.949463,840.67926,-123.697014,1711.652588,855.268311,-74.096611,1698.849854,873.350891
186,0,-112.725082,1736.852295,892.042969,-64.031044,1765.727661,866.334717,,,,-83.312622,1759.356323,820.897949,-127.330482,1733.473022,833.604797,-77.990318,1717.985352,851.138611
187,0,-116.298813,1756.250854,871.820557,-66.72464,1785.621948,846.965942,,,,-86.144264,1781.203003,801.966064,-130.377533,1756.446167,812.938965,-82.132927,1738.838379,828.170471
188,0,-118.847878,1776.59082,851.584045,-68.929123,1807.153198,827.98584,,,,-87.667694,1803.474121,783.873779,-133.203735,1780.37085,792.928406,-84.923683,1761.469604,807.074158
189,0,-120.970528,1797.820679,832.160339,-70.829292,1829.656128,809.932861,,,,-88.968109,1826.539551,766.711182,-135.45961,1805.065674,773.876953,-87.307121,1784.711792,787.001404
190,0,-122.704483,1819.923462,813.723877,-72.411072,1852.504395,792.747437,,,,,,,-138.078049,1830.139648,755.581116,-89.35054,1808.725952,767.960083
191,0,-124.0755,1842.714233,796.204834,-73.682594,1876.187378,776.622131,,,,,,,-139.499115,1855.708618,738.796448,-90.747871,1833.914917,749.712341
192,0,-125.772385,1865.289673,779.429077,-74.801277,1900.574951,761.369812,,,,,,,-140.884933,1881.79187,723.041626,-92.089424,1859.553955,732.846741
193,0,-126.702827,1888.97168,763.743347,-75.670013,1925.049438,747.1828,,,,,,,-141.867386,1907.677124,708.733521,-93.221046,1885.879272,716.744934
194,0,-127.549423,1913.016724,749.080322,-76.655853,1950.130981,733.89563,,,,,,,-143.002472,1934.444946,695.011597,-94.300751,1912.34668,701.889343
195,0,-128.309326,1937.276855,735.296387,-77.454536,1975.143677,721.383789,,,,,,,-144.158539,1961.026367,682.3125,-95.461517,1939.149048,687.937012
196,0,-128.901825,1961.650391,722.294678,-78.297852,2000.466064,709.656799,,,,,,,-146.163284,1988.531982,670.296814,-96.497589,1966.148804,674.761292
197,0,-129.647079,1986.115723,710.036316,-78.813171,2025.50647,698.927368,,,,,,,-146.024536,2014.311279,660.205811,-97.306488,1992.995728,662.537231
198,0,-130.118866,2010.572876,698.59082,-79.076004,2050.610107,688.788269,,,,,,,-146.795364,2040.856567,650.281921,-98.069138,2020.013794,651.492981
199,0,-130.627823,2034.959839,688.164307,-79.473579,2075.043945,680.037781,,,,,,,-148.078186,2069.746582,640.828186,-98.842461,2046.318481,641.58783
200,0,-131.170609,2059.077637,678.779175,-79.434265,2099.39624,671.760376,-136.357498,2113.982666,686.543762,,,,-147.611481,2094.468994,633.749329,-99.169838,2072.587891,632.223572
201,0,-133.01413,2082.658447,670.237366,-79.328384,2123.081543,664.933533,-135.891266,2137.318604,680.385742,,,,-148.190903,2121.916016,625.946472,-99.467278,2097.904053,624.760132
202,0,-133.169632,2104.596436,663.437988,-79.076744,2145.585693,659.053711,-135.559067,2160.45874,674.927612,,,,-147.765808,2143.742432,621.794617,-99.588562,2122.671631,617.987305
203,0,-132.486328,2129.070801,656.399231,-78.62075,2167.191162,654.176025,-134.880646,2183.567383,670.546509,,,,-145.661057,2173.986816,615.432373,-99.403427,2146.784668,612.085144
204,0,-132.253952,2151.147461,650.838074,-77.911423,2188.328613,649.895752,-133.88887,2205.673584,666.824219,,,,-144.778824,2197.163086,611.690857,-98.900085,2170.450439,607.27832
205,0,-132.065536,2173.344238,645.69342,-76.987518,2209.109375,646.238037,-132.754883,2226.97998,663.779785,,,,-143.616913,2220.554688,608.364075,-98.22657,2192.342529,603.350891
206,0,-131.782578,2193.165283,641.710022,-75.563583,2228.998779,643.351746,-131.006683,2247.108398,661.565247,,,,-142.3452,2242.080566,605.886841,-97.163673,2214.068604,599.834167
207,0,-131.042007,2212.92627,638.046997,-74.022667,2247.336182,640.991272,-129.167496,2267.0354,659.622375,,,,,,,-95.906364,2234.505127,597.131042
208,0,-129.965652,2232.316162,635.114563,-72.645096,2264.639893,639.178223,-127.281235,2285.714111,658.063171,,,,-138.481552,2284.033691,601.743042,-94.311699,2253.911621,594.938782
209,0,-128.702942,2250.128906,632.545288,-70.608513,2282.100342,637.562256,-124.980919,2302.731934,657.154297,,,,,,,-92.490768,2272.275879,593.141968
210,0,-127.193405,2267.489014,630.398621,-68.787071,2297.092285,636.829651,-122.627136,2318.62793,656.701111,,,,-133.838394,2320.646484,599.669617,-90.44313,2290.438721,591.571777
211,0,-125.267265,2283.496582,628.949585,-66.277672,2313.281006,635.797424,-120.13221,2334.9729,656.043823,,,,-131.581955,2337.114502,599.278809,-88.208382,2307.29248,590.506531
212,0,-123.290688,2298.848877,627.562317,-64.080582,2327.420898,635.289978,-117.335808,2349.184326,655.930786,,,,,,,-85.870918,2322.838379,590.032532
213,0,-120.999069,2313.049316,626.334351,-61.559662,2340.959717,634.817871,-114.719109,2363.129883,655.60553,,,,,,,-83.164612,2338.138428,589.337708
214,0,-118.458626,2326.958008,625.19989,-58.873497,2354.178711,634.225525,-111.877052,2375.341553,655.630676,,,,,,,-80.725441,2351.565186,589.044983
215,0,-116.152885,2339.048584,624.228027,-56.247093,2365.586914,634.054565,-109.165443,2386.572266,655.93219,,,,,,,-77.802574,2364.970459,588.785461
216,0,-113.871849,2350.203369,623.382874,-53.682262,2376.792725,633.83783,-106.721214,2397.804199,656.030151,,,,,,,-75.153534,2377.004639,588.585632
217,0,-111.785484,2360.818848,622.735657,-51.587364,2386.678223,633.342773,-104.260254,2407.144531,656.754883,,,,,,,-72.865654,2388.571045,588.142212
218,0,-109.336189,2371.435303,621.567444,-49.455158,2394.225342,633.462158,-101.817894,2415.472168,656.995544,,,,,,,-70.682114,2397.928711,588.575806
219,0,-107.910263,2378.968994,620.932983,-47.543461,2402.562988,633.294312,-100.087776,2422.789551,657.175476,,,,,,,-68.646019,2407.131592,588.25824
220,0,-106.029671,2385.641602,620.44043,-45.442425,2408.229004,633.486389,-97.919693,2428.314209,657.361267,,,,,,,-66.559708,2414.242676,588.257751
221,0,-103.952454,2390.781738,619.350464,-43.695206,2413.023438,632.898376,-96.486382,2433.876221,656.627869,,,,,,,-64.599312,2419.743896,587.932739
222,0,-101.847931,2393.993896,618.372803,-41.722225,2415.817871,632.48877,-94.015305,2434.525146,657.291626,,,,,,,-62.563225,2423.84668,587.46106
223,0,-99.802177,2395.664551,618.213623,-39.414246,2418.172852,632.383972,-92.710197,2437.141602,656.894714,,,,,,,-60.622028,2426.237061,587.21344
224,0,-97.398094,2396.581299,617.596069,-37.895885,2419.080322,632.089905,-90.401062,2437.35498,656.802856,,,,,,,-58.634666,2426.680664,587.001404
225,0,-94.669365,2397.261719,617.375793,-35.564728,2418.910645,632.369568,-88.987671,2436.890625,656.153687,,,,,,,-56.523453,2425.923584,586.988037
226,0,-92.5681,2394.204346,617.974487,-33.6954,2419.239502,632.085083,-87.423294,2435.493408,656.031494,,,,,,,-54.264374,2424.114502,586.845093
227,0,-90.387459,2391.369873,618.262329,-31.497349,2417.273193,632.458496,-85.703613,2435.204346,655.207764,,,,,,,-52.066879,2421.752686,586.62384
228,0,-87.889008,2389.362305,617.844604,-29.853176,2415.918213,632.274048,-84.035255,2433.362305,654.362244,,,,,,,-49.787258,2419.072266,586.655212
229,0,-85.962769,2386.038818,618.473999,-27.794355,2413.9021,632.424988,-82.619751,2430.472412,654.116577,,,,,,,-47.701302,2416.456543,586.424194
230,0,-83.919136,2383.592773,618.397888,-26.065243,2412.080078,632.236572,-80.816002,2427.930908,653.79071,,,,,,,-45.892319,2413.504883,586.347107
231,0,-82.366699,2381.205078,618.547974,-24.514385,2409.717529,632.196838,-79.347832,2426.300781,653.427917,,,,,,,-44.153786,2411.333496,586.036316
232,0,-80.71801,2378.961182,618.773376,-23.079824,2407.064941,632.461914,-77.773399,2425.055664,652.929932,,,,,,,-42.627731,2408.291504,585.991699
233,0,-79.244621,2377.183105,618.78772,-21.465036,2404.092529,632.835693,-76.238991,2423.230957,652.718567,,,,,,,-40.963612,2405.489258,586.143677
234,0,-78.119942,2374.62793,619.271606,-19.809563,2402.058594,632.732971,-74.819916,2421.257568,652.759521,,,,,,,-39.548546,2402.829834,586.237305
235,0,-76.919693,2371.836914,619.890015,-18.552233,2399.942627,633.070557,-73.42585,2418.861816,653.186829,,,,,,,-38.152042,2400.410889,586.510376
236,0,-75.667809,2369.379639,619.96814,-17.306021,2398.029785,633.13385,-71.985184,2417.387939,653.098206,,,,,,,-36.716221,2397.324951,586.779297
237,0,-74.542435,2366.971436,620.751953,-15.886203,2395.477295,633.798889,-70.675133,2415.446777,653.237183,,,,,,,-35.328514,2394.57666,587.293945
238,0,-72.956581,2365.02832,621.525696,-14.608142,2393.11792,634.620544,-69.42205,2414.3479,653.263062,,,,,,,-33.979305,2392.496338,587.799133
239,0,-71.6353,2363.488281,621.984009,-13.37501,2391.092773,635.326355,-68.172241,2413.217041,653.359741,,,,,,,-32.492741,2390.390381,588.309448
240,0,-70.21846,2362.380859,622.317566,-12.265467,2389.973145,635.59967,-66.982018,2411.160645,653.820313,,,,,,,-31.319965,2388.840088,588.588806
241,0,-68.874695,2360.878662,622.786926,-11.048889,2388.973877,635.89563,-66.072411,2409.366943,654.352661,,,,,,,-30.11533,2387.180664,589.116455
242,0,-67.992126,2359.136719,623.671875,-9.921483,2388.961182,635.997498,-64.999001,2407.244629,655.11261,,,,,,,-29.223562,2386.124023,589.298218
243,0,-66.828964,2357.885986,624.449219,-8.872232,2387.49707,636.55127,-64.149788,2406.519531,655.428345,,,,,,,-28.284546,2384.573242,589.943542
244,0,-65.968956,2356.433838,625.291443,-8.140038,2386.608398,636.902954,-63.374176,2406.204102,655.627502,,,,,,,-27.575281,2383.208496,590.496582
245,0,-65.084137,2355.518311,626.007507,-7.51355,2385.615234,637.520325,-62.461044,2405.034912,656.265442,,,,,,,-26.959831,2381.567871,591.188293
246,0,-64.381409,2354.446289,626.978516,-6.810278,2383.70752,638.415894,-61.814648,2404.511475,656.760132,,,,-70.964897,2409.003418,599.212952,-26.386152,2380.032471,591.845642
247,0,-64.143608,2352.718994,628.241821,-6.267697,2382.044434,639.194397,-61.392826,2403.444824,657.349915,,,,-71.14872,2406.359619,600.923096,-26.073732,2378.678467,592.595093
248,0,-64.393257,2350.973877,629.206177,-6.113622,2380.509033,639.850891,-61.274761,2402.297852,658.032227,,,,-70.596939,2405.745605,601.426575,-25.961563,2376.967773,593.28009
249,0,-64.622398,2349.318848,630.262146,-6.071169,2378.595947,640.488464,-61.300621,2400.373535,658.979126,,,,-70.433121,2403.328857,602.363159,-26.331366,2373.907471,594.465637
250,0,-65.563675,2346.375488,631.880676,-6.722552,2374.282715,641.902283,-61.420273,2398.416748,659.740234,,,,-70.915382,2400.326416,603.793396,-26.779234,2371.292725,595.266907
251,0,-66.57914,2343.720215,633.438965,-7.210893,2371.213867,642.859131,-61.557625,2396.287354,660.969482,,,,-71.71608,2396.581787,605.071777,-27.942041,2366.641846,596.784485
252,0,-68.026001,2339.927734,635.249634,-8.084406,2366.604492,643.937622,-61.966911,2392.737793,662.494202,,,,-71.825188,2394.296631,605.583679,-29.334902,2361.840576,598.009338
253,0,-69.556557,2335.378662,636.961914,-9.379892,2361.032715,645.190186,-62.527866,2388.022461,664.073914,,,,-73.014771,2388.800293,607.397522,-30.913857,2356.642578,599.420349
254,0,-71.109413,2329.402588,639.081604,-10.478374,2354.433838,646.531128,-63.359097,2381.819336,665.904907,,,,-74.703888,2381.24292,609.771851,-32.517887,2350.21875,601.045349
255,0,-73.274384,2321.120361,642.457031,-12.445884,2345.45166,648.929199,-64.308914,2375.087402,667.800964,,,,-76.191177,2373.442627,611.979492,-34.475998,2341.302002,603.333252
256,0,-74.788231,2312.902832,645.169312,-13.749406,2337.025879,651.051208,,,,,,,-77.897179,2363.031982,614.761963,-36.17432,2331.963135,605.673401
257,0,-76.505463,2302.289551,648.727539,-15.312234,2324.993652,654.181519,-66.583122,2355.866699,672.82782,,,,-78.975533,2352.803711,617.086121,-38.1409,2320.385742,608.7854
258,0,-78.272057,2290.064453,652.90155,-16.923727,2312.359375,657.643127,-67.715378,2343.486328,675.998535,,,,-80.127647,2341.022949,619.825806,-39.978298,2306.588867,612.354431
259,0,-80.025589,2275.700195,658.133179,-18.248343,2297.788574,661.787354,-68.914146,2329.470947,679.377075,,,,-81.839981,2325.831055,623.516052,-41.822723,2291.190918,616.782043
260,0,-81.62558,2260.728027,663.295227,-19.794209,2282.48877,666.057434,,,,,,,-83.575142,2308.324951,628.064331,-43.811211,2274.052002,621.461548
261,0,-83.825981,2242.794434,669.965698,-21.651035,2264.898438,671.637756,-71.600899,2297.266357,687.598267,,,,-84.994591,2291.05127,632.464783,-45.95219,2254.686035,627.307861
262,0,-85.632446,2224.627441,676.670471,-23.681175,2245.993652,677.811096,-73.792175,2279.423828,692.852539,,,,-86.849426,2271.060303,637.874207,-48.207104,2234.368652,633.923279
263,0,-87.964584,2203.702637,685.046448,-26.023392,2225.108887,685.236206,-75.602737,2259.340332,699.507385,,,,-89.145439,2248.796875,644.803589,-50.568085,2212.322021,641.466003
264,0,-90.345261,2182.362061,694.397705,-28.536024,2202.40625,693.729187,-77.65004,2239.049561,705.802185,,,,-91.512726,2225.459961,652.607239,-53.452587,2187.667969,650.6521
265,0,-92.900978,2158.072754,705.738098,-30.800589,2179.442627,703.178528,-79.738266,2216.822754,714.41626,,,,-93.976921,2200.572754,661.480591,-56.122349,2161.748047,661.226196
266,0,-95.39711,2134.12207,717.638306,-33.6003,2154.264404,714.46759,-82.557053,2191.531494,724.290466,,,,-96.907455,2173.255127,672.493652,-59.189129,2134.248291,673.171631
267,0,-98.29998,2107.771484,732.043457,-36.548897,2127.186035,727.578247,-85.456963,2165.332031,736.07074,,,,,,,-62.457127,2106.440186,686.781738
268,0,-101.76403,2080.491943,747.994019,-39.845135,2099.177246,742.579773,-88.812698,2136.934082,749.919189,,,,,,,-66.180275,2075.917236,702.969116
269,0,-105.678711,2052.276367,766.263306,-43.599892,2070.233398,759.615173,-93.139374,2105.717041,766.432373,,,,,,,-70.102585,2045.008667,721.341187
270,0,-108.85498,2023.651611,786.497559,-47.428379,2039.566772,779.36676,,,,-56.771595,2061.517334,735.336548,,,,-74.342606,2012.361572,742.17926
271,0,-112.628021,1992.764038,809.426208,-51.261913,2007.247681,801.666138,,,,-60.454395,2026.056519,757.011475,-113.95842,2016.885254,755.687805,-78.35704,1977.796753,766.147217
272,0,-115.990265,1960.279785,835.537231,-54.488533,1973.886841,826.875793,,,,-63.640812,1988.42749,781.87854,-117.110085,1983.641724,778.97345,-81.79026,1942.32312,793.029114
273,0,-118.871498,1926.318481,865.362366,-57.551785,1937.352173,856.125488,,,,-72.855782,1963.324829,804.510986,-120.301682,1946.003052,807.097961,-85.170586,1905.771606,823.104736
274,0,-122.057838,1890.896118,897.938782,-60.686298,1902.03894,888.362488,,,,-69.449463,1909.572876,842.409851,-121.909004,1906.584106,839.50708,,,
275,0,-125.867607,1853.392334,932.731262,-64.513657,1866.177856,924.340698,,,,-78.167961,1885.280762,873.376648,-124.83551,1867.531372,874.086426,-89.702812,1830.536133,893.705261
276,0,-129.397736,1813.975464,969.624023,-68.26783,1828.043335,963.105713,,,,,,,-128.039215,1830.164917,912.0271,-92.137802,1793.889771,931.079346
277,0,-133.699707,1773.651978,1009.144287,-73.178955,1790.107544,1005.037903,,,,-75.088615,1806.418945,957.376892,-132.026291,1795.413574,953.311157,-95.845284,1757.74939,969.173096
278,0,-138.076675,1732.626709,1049.04895,-77.542435,1750.082031,1048.214355,-126.742882,1791.579468,1043.753418,-84.435493,1773.806396,1003.71228,-136.225128,1763.184937,997.185181,-99.839493,1723.915894,1007.849121
279,0,-142.38472,1691.966675,1087.90332,-81.435455,1708.803223,1090.780273,-131.507584,1750.989502,1095.344238,-88.965637,1740.733887,1053.02356,-140.293442,1733.071655,1043.202148,-103.617981,1692.125366,1045.94751
280,0,-146.943771,1653.359985,1124.865479,-85.606453,1668.336426,1131.980591,-135.815155,1708.724854,1145.552979,-92.738182,1708.695313,1100.841797,-144.827805,1703.343384,1089.259766,-107.525734,1662.353516,1084.832764
281,0,-151.299576,1615.717163,1160.690674,-90.233704,1628.442993,1170.836548,-140.377853,1664.822144,1192.695435,-96.667702,1674.939575,1150.191895,-148.570084,1671.317749,1136.938232,-111.563988,1633.347046,1124.238159
282,0,-155.564575,1579.687744,1195.302002,-94.240715,1590.009277,1208.737793,-144.915543,1620.201172,1237.208862,-101.200043,1639.655884,1198.450562,-152.79158,1639.304321,1183.870605,-115.557831,1604.721069,1164.161377
283,0,-159.715363,1545.448364,1229.067505,-98.335808,1552.684937,1245.347046,-149.465958,1575.450317,1279.226318,-105.573029,1603.009155,1245.732056,-157.090683,1605.955566,1230.851196,-119.505363,1576.165039,1204.521606
284,0,-162.872467,1512.991577,1262.239868,-102.246841,1516.374268,1280.873169,-154.110077,1530.839111,1318.508057,-109.849579,1565.258423,1292.073486,-161.808167,1570.180786,1277.173706,-122.886299,1548.293091,1245.388428
285,0,-166.607605,1481.310059,1295.568237,-106.935692,1483.980713,1314.086182,-158.771378,1486.69812,1354.802856,-114.316589,1526.01709,1336.619507,-165.799911,1534.568848,1323.1698,-126.624763,1519.667847,1287.660278
286,0,-170.433487,1450.846313,1329.108154,-110.867729,1450.235352,1347.253296,-163.28154,1443.394409,1388.166016,,,,-170.20816,1496.456177,1367.697632,,,
287,0,-174.185455,1421.062622,1362.962524,-115.356621,1416.145264,1381.07666,-167.321564,1401.128174,1419.013184,-123.853172,1444.086548,1420.262695,-174.391159,1456.810425,1410.390625,-135.124161,1459.009644,1372.943237
288,0,-178.3741,1392.102173,1396.827637,-119.021996,1380.101807,1414.428955,-171.523697,1360.379517,1447.918945,-128.106918,1402.027344,1458.822266,-179.254593,1416.312256,1451.908813,-139.055191,1427.060425,1415.359863
289,0,-182.271149,1362.987671,1431.626221,-122.42308,1348.245728,1446.817383,-176.17189,1322.01062,1475.044312,-132.608734,1359.251587,1495.181396,-183.765015,1374.326294,1490.567993,-143.431763,1393.394531,1457.911865
290,0,-185.847229,1333.543457,1466.537964,-126.639008,1316.205688,1479.216797,-179.802551,1284.560425,1499.784546,-137.113403,1316.854858,1528.943726,-187.987411,1332.037354,1527.13208,-147.8302,1358.833008,1500.235474
291,0,-189.899521,1303.71167,1501.837402,-130.787903,1284.055054,1511.457031,-183.581802,1248.280273,1523.952759,,,,-192.982788,1289.064575,1561.46228,,,
292,0,-193.850037,1273.294678,1537.914307,-134.884262,1251.977051,1543.657959,-187.232529,1213.859619,1547.257813,-145.733765,1232.628296,1589.306885,-197.648911,1246.311523,1593.186157,-156.932037,1282.283081,1580.65625
293,0,-198.058075,1241.745483,1574.04126,-138.814697,1219.739014,1575.963257,-190.907898,1181.77832,1570.312378,-149.989716,1191.408081,1616.315918,-202.236969,1203.889038,1622.321289,-161.99028,1241.547241,1618.330322
294,0,-202.364853,1208.904175,1610.090332,-142.901047,1188.502808,1608.456055,-194.362534,1151.515625,1593.689697,-154.439484,1150.778564,1640.785645,-206.845337,1162.325317,1648.850586,-166.691696,1199.069824,1653.127563
295,0,-206.752319,1174.667358,1645.705811,-147.164337,1155.017334,1640.115845,-197.88504,1122.712769,1617.659912,-158.602966,1111.750854,1663.597168,-210.922165,1121.038696,1672.566528,-171.856796,1156.292114,1685.372437
296,0,-211.230698,1138.777588,1680.432007,-151.401886,1121.131226,1671.64209,-201.451889,1094.631836,1642.344604,-162.67305,1074.096313,1684.908203,-215.409973,1080.835205,1695.216675,-176.214218,1111.783325,1716.147949
297,0,-215.6465,1101.368896,1714.050049,-155.600159,1086.378418,1702.570679,-205.106247,1066.955444,1666.513794,-166.788422,1037.733032,1704.871826,-219.714905,1041.605835,1715.734131,-180.969818,1067.898682,1743.484619
298,0,-220.139664,1062.532104,1746.023071,-159.848465,1050.549438,1732.64856,-208.704727,1038.988525,1692.56543,-170.747787,1002.682678,1724.017578,-224.127533,1003.611328,1734.615234,-185.573257,1024.062012,1768.247803
299,0,-224.657776,1022.393555,1776.144531,-164.026093,1013.955444,1761.756348,-212.389648,1010.66803,1718.944702,-174.742493,968.983154,1742.565186,-227.5728,968.185425,1751.881836,-190.06958,980.608704,1790.346802
300,0,-228.889877,981.68219,1804.400024,,,,-216.34404,982.476501,1746.415039,-178.694839,936.691162,1760.749756,-231.375076,933.63092,1768.694214,,,
301,0,-234.33017,939.002136,1830.330444,-172.813629,938.428101,1816.007446,-220.118942,953.186279,1773.822876,-182.629288,905.499512,1778.881836,-236.018234,900.848999,1785.006836,-198.889496,895.269226,1826.681274
302,0,-238.736664,897.195374,1854.272705,-177.093597,899.190979,1840.435547,-224.314102,923.239624,1801.2677,-186.343765,874.562256,1796.73938,-238.607727,867.832153,1800.741089,-202.846313,854.232422,1841.760986
303,0,-243.254822,854.808838,1875.46936,-182.072449,860.923889,1863.171631,-228.507767,891.886597,1829.108765,-189.454834,846.066101,1815.119873,-242.313416,837.981689,1817.098145,-210.25618,820.395325,1852.396606
304,0,-247.871918,812.235229,1893.919922,-186.713684,821.532471,1884.023315,-232.829849,858.783203,1856.626099,-193.43985,816.613464,1833.953735,-246.56282,808.552368,1833.493042,-211.750336,778.384949,1864.746216
305,0,-252.18045,770.415161,1910.233521,-190.618317,780.549438,1902.9104,-237.183716,823.536499,1884.141235,-197.120651,787.435181,1852.801514,-250.262177,779.571472,1850.231445,-215.363922,742.818237,1874.734131
306,0,-256.599152,729.083618,1924.014404,-195.030075,740.795044,1919.908813,-241.559509,786.314087,1910.366089,-201.498566,756.960632,1872.268921,-253.535873,751.17627,1867.362671,-220.293991,708.59613,1883.81604
307,0,-260.972198,688.809875,1935.05957,-198.346893,700.634216,1935.550903,-245.970886,747.122253,1934.910034,-205.264389,727.286255,1892.221069,-257.097534,722.134277,1885.036743,-223.653275,678.185486,1893.126709
308,0,-265.196442,649.546143,1944.538574,-203.484665,660.910767,1947.810303,-249.962402,706.310303,1957.27832,-209.34848,696.339417,1912.050049,-261.422577,692.178528,1902.65625,-227.49292,648.714294,1902.512939
309,0,-269.192139,611.603882,1952.553345,-207.890289,622.32843,1958.772583,-254.547211,663.802246,1977.348389,-213.312408,664.296387,1931.703979,-265.298859,662.544067,1920.889648,-231.341278,620.433289,1912.539063
310,0,-273.244293,575.354492,1959.420898,-212.225586,584.656738,1968.253662,-258.680389,620.890137,1994.701904,-217.494736,631.236389,1951.120728,-270.99234,629.725281,1939.591675,-235.276215,592.139893,1923.766479
311,0,-277.188019,540.489563,1965.16748,-216.359421,547.911133,1976.405273,-263.993958,575.982788,2009.321899,-221.633499,596.910095,1969.803345,-273.611847,600.119751,1957.915283,-238.575165,566.013855,1934.084229
312,0,-281.10321,507.176697,1970.110229,-220.578995,512.13446,1983.331299,-268.101807,532.86084,2021.544922,-226.335464,560.67218,1987.52832,-277.886902,566.918213,1976.240112,-242.365555,538.424133,1945.893066
313,0,-284.916748,475.105469,1974.612061,-224.591476,477.54483,1989.341187,-272.573486,489.389648,2031.019165,-230.310455,524.107117,2004.357788,-282.151215,532.169373,1993.861084,-246.180878,510.660828,1958.237427
314,0,-288.730194,444.284515,1979.140015,-228.656372,443.675995,1994.551636,-276.993927,446.483215,2037.769531,-234.676788,485.793945,2019.575806,-286.469666,495.724121,2010.407227,-249.852417,482.732056,1971.490845
315,0,-292.652588,414.424469,1983.739502,-233.89444,409.181061,1999.796509,-281.405792,403.952942,2042.216553,-239.023575,446.373322,2033.251099,-290.723602,457.788147,2025.426392,-254.340912,453.902374,1985.146362
